,firstName,lastName,age,sex,Vehicle_Make,Vehicle_Model,Vehicle_Year,Vehicle_Type,iban,credit_card_number,credit_card_security_code,credit_card_start_date,credit_card_end_date,address_main,address_city,address_postcode,debt,retired,dependants,marital_status,salary,pension,company,commute_distance,sn
341,Tracy,Barker,65,Female,Dodge,Equus,2012,SUV,GB41QWVC31246041380028,3588013752299583,5237,05/16,01/22,Flat 05f Shannon square,North Geraldine,TF81 6NT,0,False,1.0,married or civil partner,33222,0,James-Weston,9.68,SN342
342,Geoffrey,Gordon,78,Male,Audi,300,2000,Coupe,GB24THAG27057966204238,4287138117884829,331,09/16,01/18,685 Bell course,Matthewsberg,SO2R 2TY,0,True,3.0,married or civil partner,51273,26954,None,0.0,SN343
343,Mandy,Gilbert,30,Female,Toyota,Santa Fe,1998,SUV,GB91AXPT08435910980566,30152199017263,275,02/15,07/26,Flat 37 Davey drives,Philliptown,S92 7DD,0,False,1.0,married or civil partner,71819,0,"Griffiths, Fletcher and Patterson",16.59,SN344
344,Andrew,Harvey,61,Male,Mercury,Maxima,2001,Van/Minivan,GB19KCYZ93086697297189,4407395227690,836,04/14,04/23,668 Law grove,Hudsonshire,G07 1EE,5410.13,False,2.0,married or civil partner,82941,0,Taylor Ltd,18.2,SN345
345,Callum,Haynes,87,Male,Pontiac,S60,2019,"Sedan, Coupe",GB21CIEX78009873724159,30286106717571,85,01/18,06/29,Studio 69n Williams mills,Grayborough,BS8V 5UE,"{'amount': '2720.35', 'time_period_years': 3}",True,1.0,married or civil partner,67112,26854,None,0.0,SN346
346,Lauren,Coleman,26,Female,Oldsmobile,NV200,2000,Pickup,GB70SBAL39327931555369,3542944529048363,390,11/20,11/20,8 Lambert springs,Garyton,E7 2UQ,0,False,1.0,married or civil partner,60405,0,Johnson-Evans,14.8,SN347
347,Joel,White,75,Male,Chevrolet,Mystique,2010,Sedan,GB32BEXM30894112589970,501812925870,868,02/15,09/26,821 Rachel plains,Lake Colinland,TD3B 3RH,0,True,3.0,married or civil partner,56060,27675,None,0.0,SN348
348,Jake,Kaur,56,Male,Land Rover,Durango,1993,SUV,GB04ZATL74586232194771,4458604653700474,787,11/18,12/19,Studio 04W Marshall mews,Fletcherbury,PR0 2PY,8830.96,False,5.0,married or civil partner,45969,0,"Jones, Kirby and Bailey",12.27,SN349
349,Iain,Baker,27,Male,Toyota,S2000,2019,Pickup,GB85PMQT77262271261429,4008388775875,828,03/18,12/26,744 Anne squares,South Colin,B63 9XR,0,False,2.0,married or civil partner,28609,0,"Cross, Cook and Jones",8.63,SN350
350,Barbara,Butcher,19,Female,GMC,Hardtop 2 Door,1992,Van/Minivan,GB39OAIW16980530127613,6551685708427461,998,05/21,04/26,089 Annette court,East Tinatown,E2 0XD,0,False,2.0,married or civil partner,48103,0,"Marsh, Craig and Burgess",12.67,SN351
351,Dennis,Khan,73,Male,Toyota,Suburban 2500,2018,Pickup,GB95WQJA40194484609822,6507412605222886,959,09/18,04/28,74 Louise brook,Billyburgh,E89 8BG,0,True,1.0,married or civil partner,29285,35171,None,0.0,SN352
352,Jason,Moore,48,Male,Volkswagen,3500 Club Coupe,2003,Pickup,GB92OVWF01687195157772,180074556510847,423,08/18,04/26,6 Wayne prairie,Butlertown,DL03 2ZZ,0,False,2.0,widowed,72437,0,Sutton and Sons,16.68,SN353
353,Jason,Jones,65,Male,Toyota,Suburban,2019,Pickup,GB89WXNL00510304398952,30531977832870,550,01/19,07/30,34 Smith orchard,Allanshire,DG1 7AN,0,False,1.0,single,91040,0,Gibson-Stewart,19.31,SN354
354,Christine,McDonald,82,Female,Lexus,Savana 3500 Passenger,2012,"Sedan, Coupe, Convertible",GB76NGHF81460452850145,4152374479604066304,750,07/16,07/28,Flat 63 Gareth pike,Webbton,AL7 5AN,0,False,3.0,widowed,58949,0,Walton-Nelson,14.56,SN355
355,Gerard,Morley,64,Male,Chevrolet,500c Abarth,1992,SUV,GB08NISV71285154974834,4721703450754287,698,10/18,08/22,475 Bell parks,North Sylviaton,WA0 8JG,0,False,1.0,single,92989,0,"Robertson, Jones and King",19.57,SN356
356,Callum,Birch,72,Male,Ram,Camry,2003,Wagon,GB20ASBP14369081394850,583402001353,456,08/15,07/28,81 Wyatt plain,Port Callumville,W8S 2DZ,0,False,1.0,married or civil partner,83877,0,"Scott, Kennedy and Watts",18.33,SN357
357,Lynn,Hale,65,Female,Toyota,Explorer,2002,SUV,GB02ZITX81779102218090,345235015529296,1063,03/15,09/20,59 Kimberley forges,North Christine,CH8 5AH,0,False,1.0,married or civil partner,91461,0,Rahman-Khan,19.37,SN358
358,Jodie,Murphy,35,Female,Land Rover,Aurora,2012,Sedan,GB92MLHF08080201888449,4312735689692,631,12/20,08/24,63 Paula fields,Lake Carole,M28 5AR,0,False,2.0,married or civil partner,21260,0,Fox-Davidson,6.75,SN359
359,Simon,Brown,53,Male,Toyota,Villager,2011,Sedan,GB15XUHX70958505837678,5243991383326986,246,02/16,07/27,Flat 4 Holmes lane,Alexside,M5D 2AW,8725.01,False,2.0,divorced,46897,0,Evans-Cooper,12.45,SN360
360,Lauren,Patel,30,Female,Oldsmobile,Navajo,2011,Pickup,GB71OHLP80687757572656,4641724885491904,622,12/20,07/23,Studio 2 Francis court,Melissafort,KT7 6XP,0,False,2.0,married or civil partner,88798,0,Wells-Phillips,19.01,SN361
361,Carole,Patel,40,Female,Ford,370Z,2005,Sedan,GB66UCHO09390361834947,2288869110463202,674,04/18,08/18,Flat 1 Georgia alley,Sharonchester,B9H 7TS,0,False,3.0,married or civil partner,54273,0,"Green, Barnett and Hicks",13.77,SN362
362,Ashleigh,Patel,70,Female,Cadillac,CL-Class,2015,Sedan,GB23BMXE87185579236099,4979673633344764928,224,02/16,05/21,Studio 89Y Declan fall,McDonaldtown,CH5 6RT,0,False,1.0,married or civil partner,78875,0,Swift Inc,17.63,SN363
363,Stephanie,Sutton,35,Female,Chevrolet,F250 Super Duty Super Cab,2017,"Sedan, Wagon",GB73ECYI67755798035830,30327782988209,777,03/13,04/23,Studio 65 Sian overpass,North Mary,N2 9JJ,0,False,1.0,married or civil partner,56097,0,Shaw-Morley,14.08,SN364
364,Joel,Richards,69,Male,Kia,MDX,2000,Sedan,GB42WENR43842670609681,676265289956,603,05/18,05/28,Studio 64 Thomas coves,South Carolynside,S1 1ZN,19490.16,False,2.0,married or civil partner,73714,0,Jenkins-Hopkins,16.87,SN365
365,Irene,Harris,77,Female,Ford,QX30,2013,Sedan,GB26EMRT11008333552757,4212076186316713,903,12/17,07/22,Studio 7 Walsh underpass,Georgiaside,PE35 6WQ,0,False,3.0,single,49731,0,Kelly-Spencer,12.97,SN366
366,Dominic,Read,84,Male,Buick,S10 Extended Cab,1992,Hatchback,GB20FZUG49180218167837,3530271169936283,472,07/21,10/23,4 Smith station,South Pauline,E5 7FL,0,True,1.0,married or civil partner,42672,32317,None,0.0,SN367
367,Grace,Page,62,Female,Lexus,Prius,2009,"Sedan, Coupe, Convertible",GB85OEOY09579764755872,3574971710785256,597,08/17,03/25,4 Mitchell lane,Harperland,SL4A 8LQ,0,False,1.0,single,69293,0,"Wilkinson, Green and Macdonald",16.21,SN368
368,Denis,Smith,55,Male,Ford,Tundra Regular Cab,2014,Sedan,GB44BSUM11168781499556,4336324548118,1,05/17,02/27,Flat 62 Thompson extension,Watsonside,L22 7SP,"{'amount': '8722.09', 'time_period_years': 1}",False,3.0,married or civil partner,75567,0,"Berry, Charlton and Reynolds",17.15,SN369
369,Kayleigh,Green,45,Female,Nissan,Escort,2008,Wagon,GB89KQRN28250581259020,180033501466521,504,12/16,06/23,80 Ricky glens,Mohammadchester,WA59 9BY,"{'amount': '9683.92', 'time_period_years': 2}",False,3.0,single,22274,0,Matthews-Hughes,7.02,SN370
370,Charlene,Smith,31,Female,Chevrolet,Town & Country,1995,Sedan,GB31UFXZ85047368713174,213167671270528,107,10/20,11/21,31 Phillips court,Yatesmouth,W8H 7PQ,0,False,2.168711656441718,married or civil partner,82235,0,Davis PLC,18.1,SN371
371,Malcolm,Bell,89,Male,Nissan,Ram 3500 Regular Cab,2011,Pickup,GB39BSXT38116570207123,5510580492856268,7793,04/16,04/18,795 Benson fields,North Shirley,LS9 1GF,0,True,2.0,married or civil partner,41915,18878,None,0.0,SN372
372,Shannon,Hardy,67,Female,Toyota,Spectra,2013,Pickup,GB93JAKY73097329302062,3589967484532042,535,04/17,11/24,Flat 8 Hall square,Deniseport,M5 6TY,0,False,3.0,married or civil partner,53976,0,Lawson-Holmes,13.72,SN373
373,Reece,Archer,49,Male,Volkswagen,A4,1999,"Convertible, Sedan, Wagon",GB78MXXY77711897773165,4465094046674654,817,07/14,12/23,Studio 18 Roy parks,Royport,B0E 0LY,"{'amount': '12548.04', 'time_period_years': 1}",False,1.0,single,61005,0,"Bray, Smith and Carter",14.9,SN374
374,Ryan,Watson,29,Male,Toyota,Montero Sport,2013,Sedan,GB86VHQF60066043121018,30413699730981,956,02/15,10/30,Studio 80Q Parker walk,Leefort,N7 0LU,0,False,3.0,married or civil partner,82852,0,Gallagher and Sons,18.19,SN375
375,Michael,Anderson,85,Male,Rolls-Royce,Elantra,2003,"Sedan, Coupe, Convertible",GB80OHJN90108995499736,4123583915165437952,540,12/20,01/26,Studio 54 David estate,Port Katy,BN1 7TL,0,True,2.0,married or civil partner,58524,39479,None,0.0,SN376
376,George,Watson,69,Male,Nissan,NV200,2017,"Sedan, Hatchback",GB23UOFI25352927835534,4974959852767,348,05/19,08/27,Studio 69V Hargreaves mills,Sarahbury,IM8W 9FX,0,False,5.0,single,39814,0,Lee-Flynn,11.08,SN377
377,Joan,Miah,58,Female,Chevrolet,Viper,2005,Van/Minivan,GB44NYHK39494556071572,4378070578765691904,142,06/13,05/30,Studio 50 John cliff,New Ronald,W7 2LT,18788.52,False,2.0,single,98114,0,Richards-Ahmed,20.24,SN378
378,Sophie,Martin,31,Female,Dodge,del Sol,2015,Van/Minivan,GB19DFHA14110202662601,3563321173485387,796,03/19,07/30,Flat 4 Hamilton common,North Dannymouth,BD4N 8AF,2269.41,False,2.0,married or civil partner,51355,0,Brown-Harper,13.26,SN379
379,Glen,Little,90,Male,BMW,Eurovan,2013,Pickup,GB04NSUP70803330363397,6011966856995143,699,11/15,07/20,18 Jenna camp,Geraldineshire,B1 1WN,0,True,2.0,married or civil partner,28351,12336,None,0.0,SN380
380,Max,Jenkins,39,Male,Ford,Wrangler,2002,Pickup,GB13PQJW25180849171819,3546062678293593,757,05/17,04/20,369 Emma port,West Gracemouth,DL2X 8SR,0,False,1.0,married or civil partner,41885,0,Taylor-Smith,11.49,SN381
381,Maria,McCarthy,63,Female,Subaru,Equinox,1997,Sedan,GB58VBRI96274028693040,213145938031842,388,03/20,08/26,Flat 64N Lesley plaza,South Bethany,HX6 6RG,0,False,2.0,widowed,27008,0,"Riley, Phillips and White",8.24,SN382
382,Neil,Akhtar,66,Male,Audi,G-Class,2016,Van/Minivan,GB28XOOG41101334911189,676356227204,752,03/20,04/25,7 Shannon motorway,North Ruthton,CM73 0TG,0,False,3.0,single,70902,0,Griffiths LLC,16.45,SN383
383,Neil,Morris,41,Male,Porsche,Civic,2015,Sedan,GB62BNOH38112409485304,38695722108720,767,12/14,11/21,Studio 3 Darren terrace,New Lesleyfort,SP30 8AQ,0,False,2.0,married or civil partner,25707,0,"Rogers, White and White",7.92,SN384
384,Caroline,Potter,48,Female,Nissan,Navigator L,2019,Sedan,GB60OGUG53101663252033,30305965563205,798,03/19,07/29,Studio 8 Benjamin streets,East Bernard,DG44 2UD,2233.86,False,2.0,married or civil partner,18150,0,"Ford, Smith and Bond",5.85,SN385
385,Bryan,Wallace,53,Male,Hyundai,SLX,2018,SUV,GB63UBZF63357583881684,4704277959924965,631,05/13,12/19,071 Katie curve,Debratown,S05 1BT,0,False,1.0,married or civil partner,86987,0,Evans-Morgan,18.76,SN386
386,Dylan,Pugh,57,Male,Hyundai,Metro,1993,Wagon,GB77RCQX57899413027317,347770336085212,752,01/18,01/20,70 Phillips street,Williamshaven,B58 2ZU,1558.73,False,2.0,married or civil partner,85743,0,"Williams, Mason and Smith",18.59,SN387
387,Susan,Singh,67,Female,Lexus,Sierra 1500 Extended Cab,2014,Coupe,GB28FDYZ04895114815340,4562570842026,704,01/19,09/27,Studio 91 Hudson trafficway,Port Georgefurt,ZE14 2SL,0,False,1.0,married or civil partner,62361,0,Clark-Buckley,15.12,SN388
388,Liam,Smith,84,Male,Dodge,F350 Super Duty Super Cab,2018,Wagon,GB06LYFG32661438842716,3583355018091824,305,01/16,08/19,Flat 85N Jordan flats,Joannestad,GU7W 1BL,554.14,True,2.0,married or civil partner,52145,31172,None,0.0,SN389
389,Lorraine,Roberts,82,Female,Oldsmobile,Elantra GT,2019,SUV,GB02TXNB88233593938190,3590222358989101,353,08/19,03/24,7 Ben crest,Tracyshire,WC6V 9JT,0,True,4.0,married or civil partner,61923,37285,None,0.0,SN390
390,Gregory,Godfrey,90,Male,Lexus,RL,2005,Coupe,GB75VKBE58430987934470,6011743165003236,926,04/15,01/29,59 Elliott street,Russelltown,N59 8JB,0,True,2.0,divorced,59833,21007,None,0.0,SN391
391,Kelly,Read,46,Female,Ram,NV2500 HD Cargo,2013,Coupe,GB91CQDY33311778412066,4851465870469415,835,06/21,08/28,4 Joyce square,East Marcusmouth,BN4X 5YL,0,False,1.0,married or civil partner,61022,0,Gibson-Jenkins,14.9,SN392
392,Hazel,White,75,Female,Mercedes-Benz,I,2010,Hatchback,GB32LZIT46344597797211,4727195710306459,601,02/21,12/21,09 Abigail wells,North Benjaminborough,EH6Y 7EA,0,False,2.0,single,44985,0,Burgess LLC,12.09,SN393
393,Mathew,Miller,54,Male,MINI,S10 Extended Cab,2008,Van/Minivan,GB24WOTG16337315081524,503845406969,965,12/17,01/30,Studio 2 Fuller stream,East Nathan,N3 3TA,0,False,2.0,married or civil partner,96350,0,Johnson PLC,20.01,SN394
394,Leigh,Williams,78,Male,Mercedes-Benz,Dakota Regular Cab,2000,Sedan,GB41DNJI78804119058173,3512116944569937,178,05/17,09/26,Studio 5 Lynn pines,West Ryanbury,LS74 7TJ,0,False,2.0,divorced,36478,0,Jones Inc,10.39,SN395
395,Christopher,Jones,90,Male,Lexus,Savana 2500 Cargo,1999,SUV,GB36HZDX12696717737558,4012794556711022,671,10/21,09/26,Studio 43Z Holly stream,East Leigh,M54 8PU,"{'amount': '3441.67', 'time_period_years': 0}",True,3.0,married or civil partner,64677,21834,None,0.0,SN396
396,Maurice,Henderson,23,Male,Mitsubishi,SL-Class,2016,"Coupe, Sedan",GB02WPIM27902942121748,6556686140126666,309,10/17,06/28,Flat 0 Burton isle,Mauriceland,E0D 7QG,0,False,2.0,widowed,19348,0,Roberts and Sons,6.21,SN397
397,Fiona,King,82,Female,GMC,Sierra 2500 HD Regular Cab,1992,Pickup,GB79JREV12152180158125,180027236534363,8427,11/19,12/19,111 Jasmine brook,Lake Bethan,DE9 9SZ,11567.96,True,2.0,married or civil partner,22620,20880,None,0.0,SN398
398,Lorraine,Knowles,62,Female,GMC,R-Class,2005,Pickup,GB09VNVY96950988884190,30530347137606,965,02/16,04/21,178 Cox knolls,New Benjaminton,M8K 5AL,11160.41,False,2.0,single,76730,0,Owens Group,17.32,SN399
399,Melanie,Moss,74,Female,Alfa Romeo,F150 Super Cab,2005,"Convertible, Coupe",GB57MPVV63049985050507,4661804398638905,626,04/17,08/17,Flat 11G Holden trail,Watsontown,N42 0QY,19489.11,True,3.0,married or civil partner,64422,15895,None,0.0,SN400
400,Yvonne,Hayes,63,Female,GMC,Dart,2007,SUV,GB43YSSR81851211940770,213145984433447,938,11/13,10/26,25 Lucy rest,Masontown,M2E 9PF,0,False,2.0,divorced,18814,0,Brennan-Harrison,6.05,SN401
401,Alison,Gardner,65,Female,Pontiac,LX,2003,"Sedan, Convertible",GB54EEOO08834306857757,4469495548193,907,09/19,12/25,Studio 4 Ian causeway,Edwardfort,LN0 9HT,0,False,3.0,married or civil partner,97048,0,Gray Group,20.1,SN402
402,Teresa,Lloyd,91,Female,Ford,Neon,1998,Hatchback,GB20GOKG63860268474963,3568623165857134,980,04/15,02/20,1 Baker plains,Kimberleyland,L2 1JT,0,True,2.0,married or civil partner,61300,25502,None,0.0,SN403
403,Brian,Hicks,19,Male,Audi,Savana 1500 Passenger,2000,"Convertible, Coupe",GB02KWXD27009712962056,373430913824510,689,05/18,08/23,Flat 7 Declan oval,South Owen,N4G 6QQ,2871.69,False,1.0,single,36813,0,Baker-Edwards,10.46,SN404
404,Jason,Adams,55,Male,Ford,Fusion,2003,Hatchback,GB73NMQJ95597500924012,6011975486073668,720,05/17,10/22,Studio 6 Knight corner,Christopherview,B88 8JZ,0,False,1.0,married or civil partner,35893,0,"Parker, Williams and Watkins",10.26,SN405
405,Terry,King,80,Male,Nissan,QX50,1994,Van/Minivan,GB86TINB55959795548103,4719366433599841,379,07/15,03/26,Flat 60 Lewis pike,Port Alexandratown,E58 2QG,0,True,2.0,married or civil partner,60050,28163,None,0.0,SN406
406,Michelle,Lord,86,Female,HUMMER,Ram Wagon 1500,1996,Pickup,GB23QLHC45167144977954,3516728958262880,138,11/15,12/22,9 Chandler glens,Gordonfurt,NE50 7XL,0,True,2.0,married or civil partner,37653,15470,None,0.0,SN407
407,Jasmine,Bruce,44,Female,Lexus,Fleetwood,2002,Sedan,GB62SBLF13901337169530,30246621645533,717,04/20,04/21,97 Patel key,East Tony,BH85 6FY,3294.20,False,2.0,divorced,62886,0,"Adams, Heath and McDonald",15.2,SN408
408,Joyce,Griffiths,50,Female,Ford,Ram Van 2500,2017,Sedan,GB91BMMN68044654093493,4564981094917754880,53,10/17,08/30,Flat 2 Bruce valley,South Gerard,L7B 5LF,0,False,2.0,married or civil partner,97316,0,"Russell, Johnson and Rose",20.13,SN409
409,Colin,Johnson,38,Male,Ferrari,FX,2005,SUV,GB88OGQM17201380601462,6011070814896483,944,05/19,06/21,907 Newman road,North Kathryn,B8E 5XA,0,False,2.0,single,20793,0,Riley Group,6.62,SN410
410,Eric,O'Donnell,32,Male,Chrysler,Dakota Quad Cab,2015,SUV,GB55EVZH79712594302142,349496637685256,543,01/20,10/21,Flat 33 Reed rue,Hannahshire,NN0R 2RU,0,False,2.0,single,81784,0,Wong-Gibbs,18.04,SN411
411,Leanne,Mitchell,28,Female,Pontiac,LHS,1993,Sedan,GB42AGWN25017208578661,4636234649652,578,02/18,03/20,Flat 19d Lucy street,Jessicamouth,W7 0UB,0,False,2.0,single,71131,0,Elliott Inc,16.49,SN412
412,Mohamed,Rogers,55,Male,Chevrolet,Achieva,2016,SUV,GB77LXTS92634247550255,6597626061550297,422,08/17,11/21,Flat 0 Donnelly field,Leahmouth,G2H 8TE,0,False,2.0,single,93506,0,Taylor-Allen,19.64,SN413
413,Clifford,Smith,31,Male,Volvo,Savana 3500 Passenger,1995,SUV,GB31PIRY39761837813403,36651260963366,12,09/17,04/25,8 Timothy road,Ryanland,W0 8JN,58.55,False,2.0,divorced,38608,0,Reynolds Ltd,10.83,SN414
414,Charlie,Williams,55,Male,Lexus,Silverado 1500 Crew Cab,2005,Wagon,GB57JMKN10729143076188,3559915668132846,457,01/15,09/16,Flat 86u Irene rapid,Kimberleytown,SM17 6AS,0,False,2.0,single,58820,0,Henry-Payne,14.54,SN415
415,Suzanne,Anderson,55,Female,Honda,B-Series Cab Plus,1995,Sedan,GB41RWJS74757293681674,3573396537535083,903,01/20,07/30,Studio 60F Wilson well,Port Keithport,W4 7LJ,"{'amount': '5199.99', 'time_period_years': 3}",False,2.0,married or civil partner,55714,0,"Crawford, Warner and Woods",14.02,SN416
416,Damian,Phillips,42,Male,Chrysler,86,1995,SUV,GB06RHHR23356847994375,4610092665448988160,249,04/20,06/20,4 Smith shoals,Franklinbury,E69 9TF,0,False,2.0,single,84884,0,King PLC,18.47,SN417
417,Luke,Reid,37,Male,Jeep,Corolla,2014,"Coupe, Convertible",GB64LHGT20698850953454,639047816249,3664,07/13,06/27,290 Joan oval,Iainstad,CW5 6HX,"{'amount': '19726.89', 'time_period_years': 4}",False,2.0,single,45059,0,"Dixon, White and Armstrong",12.1,SN418
418,Frances,Randall,49,Female,Lamborghini,Lanos,1994,SUV,GB39UWHY68680956496855,676268004022,796,05/14,05/19,91 Tomlinson extension,Bruceshire,PL9 6WL,0,False,2.0,single,60624,0,Shepherd-Ahmed,14.84,SN419
419,Nicholas,Murphy,78,Male,Lotus,Monterey,2017,Van/Minivan,GB03YMFN00844984804627,501833408922,897,01/13,07/17,Studio 87 Ashleigh rest,Lake Debra,S8J 5BA,0,True,1.0,married or civil partner,63057,16478,None,0.0,SN420
420,Nigel,Hall,39,Male,Land Rover,NV1500 Cargo,1999,Van/Minivan,GB31ZRLW35291130326438,3528336020223512,211,10/19,01/23,6 Duncan station,Port David,N5 4FA,0,False,2.0,married or civil partner,58973,0,Williams LLC,14.56,SN421
421,Douglas,Parker,91,Male,Dodge,Tacoma Access Cab,2016,Convertible,GB80LARL09305633402069,2488826748828121,518,11/13,04/19,70 Pamela hollow,Jakeville,S17 6PD,0,True,2.0,divorced,24517,22768,None,0.0,SN422
422,Peter,Smith,49,Male,Toyota,Tucson Fuel Cell,2019,Van/Minivan,GB22LRMI67982630696817,4133630524694631,3139,07/20,07/23,047 Kerry alley,Charliemouth,EC8 5XD,0,False,5.0,single,36188,0,"May, Jones and Garner",10.33,SN423
423,Valerie,Clayton,32,Female,Pontiac,Sportage,1994,Van/Minivan,GB03NAML63607837658877,3540584712182850,57,08/21,11/25,Flat 66a Lesley causeway,Port Richard,FK4 6WF,9002.33,False,2.0,married or civil partner,31123,0,Reid-Brady,9.21,SN424
424,Katie,Owen,84,Female,Jeep,Rio,2005,Pickup,GB74UGSC81268628957623,345756353239826,391,06/14,11/20,88 Timothy port,Antonymouth,EX88 2UT,0,False,2.0,single,47371,0,Atkins-Baxter,12.54,SN425
425,Marilyn,Jones,33,Female,Mercedes-Benz,Escalade,2006,Sedan,GB64JWSY93667265257713,6512046567904439,749,08/20,01/33,Flat 1 Edwards lodge,East Melissashire,EX40 9TN,0,False,2.0,married or civil partner,81565,0,Griffiths-Hill,18.01,SN426
426,Mohamed,Jarvis,84,Male,Dodge,6 Series,2010,SUV,GB97GPWA41121183622930,630452212461,872,12/19,04/29,Flat 66 Gillian divide,Morrisborough,E7A 7UX,0,False,3.0,married or civil partner,69856,0,"Williams, Coles and King",16.29,SN427
427,Aimee,Sutton,54,Female,Suzuki,Envoy,2010,Van/Minivan,GB82BEGX22482985492884,4268865285042037,538,12/20,10/22,Studio 25 Joyce mountain,West Kenneth,WD89 4WJ,2258.23,False,2.0,single,26187,0,King Ltd,8.04,SN428
428,Sheila,Kennedy,58,Female,Audi,RAV4 Hybrid,2011,Pickup,GB78WBBR09205045051496,3597979973849555,659,12/13,02/27,Flat 6 Lane hill,Norrisfort,W2 3GJ,0,False,2.0,single,52426,0,"Hughes, Wallis and Bailey",13.45,SN429
429,Alex,Sharp,52,Male,Dodge,Durango,2004,Pickup,GB74BLKK85009387611940,6011564066719393,399,11/20,10/23,Studio 6 Georgina falls,North Aaronburgh,E9 5YD,7973.06,False,3.0,married or civil partner,60485,0,Parry-Smith,14.81,SN430
430,Ellie,Atkinson,65,Female,Ram,Samurai,2000,SUV,GB62WOPT40034817226976,4746689482397602816,969,02/19,09/20,5 Dunn fall,Shaneberg,S0 1GU,0,False,4.0,married or civil partner,37472,0,Warren and Sons,10.6,SN431
431,Sheila,Ellis,46,Female,Mitsubishi,Corvette,1996,SUV,GB41TIBN04814016165187,375314912827021,647,10/19,04/25,Flat 27S Natalie crossing,South Alexandrastad,IM54 1DR,0,False,2.0,divorced,92342,0,Cross Inc,19.48,SN432
432,Dean,Gregory,44,Male,Pontiac,Azera,1996,Pickup,GB12LQGB37221357147664,4594268476280931840,607,10/17,09/19,35 Robinson trail,North Jaytown,HG26 8QH,0,False,3.0,single,92773,0,Macdonald-Evans,19.54,SN433
433,Vincent,Phillips,50,Male,Hyundai,Transit 350 Van,2004,Sedan,GB34BSNT67824511226002,3577264410802994,446,12/19,02/29,7 Danielle light,Jaynefurt,B1 6GH,0,False,2.0,married or civil partner,20392,0,John-Franklin,6.5,SN434
434,Roger,Graham,84,Male,Honda,Crown Victoria,2007,Sedan,GB91EAQI81476058999832,676327254154,318,08/21,11/29,940 Dean parkway,Scottfurt,ME1 2RT,0,True,1.0,married or civil partner,46854,30326,None,0.0,SN435
435,Rebecca,West,30,Female,Mercedes-Benz,M3,2002,"Convertible, Coupe",GB44BCOW66691281238001,4444762539019,407,06/16,01/30,Studio 7 Derek pike,Claytonside,ML54 8SL,0,False,2.0,married or civil partner,49560,0,Cooper-Booth,12.94,SN436
